global_pair_index,index_G,index_H,g6_G,g6_H,n_G,n_H,gamma_t_cartesian,gamma_direct,slack,cartesian_set,direct_set,cartesian_nodes_searched,direct_nodes_searched,direct_components
303,2,22,Bw,DUW,3,5,4,4,0,2;0;11;6,0;9;3;6,5,36,1
304,2,23,Bw,DUw,3,5,4,4,0,4;9;13;10,9;0;5;4,10,27,1
305,2,24,Bw,DU{,3,5,3,3,0,4;9;14,9;4;14,4,10,1
306,2,25,Bw,DV{,3,5,3,3,0,3;8;13,8;3;4,4,10,1
307,2,26,Bw,D]w,3,5,4,4,0,0;6;10;1,5;2;0;1,16,31,1
308,2,27,Bw,D]{,3,5,3,3,0,4;9;14,9;4;14,4,12,1
309,2,28,Bw,D^{,3,5,3,3,0,2;7;12,7;2;3,4,12,1
310,2,29,Bw,D~{,3,5,3,3,0,1;6;11,0;5;1,4,14,1
311,2,30,Bw,E?Bw,3,6,3,3,0,5;11;17,11;5;17,4,8,1
312,2,31,Bw,E?bo,3,6,5,4,1,5;11;17;10;6,11;6;5;0,14,19,1
313,2,32,Bw,E?bw,3,6,3,3,0,5;11;17,11;5;17,4,8,1
314,2,33,Bw,E?ow,3,6,6,4,2,4;10;16;5;11;17,10;11;4;5,35,13,1
315,2,34,Bw,E?qo,3,6,5,5,0,4;1;11;17;5,10;17;7;5;11,13,31,1
316,2,35,Bw,E?qw,3,6,5,4,1,4;1;5;11;17,10;11;4;5,14,19,1
317,2,36,Bw,E?ro,3,6,5,4,1,5;11;17;10;4,11;0;5;4,19,19,1
318,2,37,Bw,E?rw,3,6,3,3,0,5;11;17,11;5;17,4,8,1
319,2,38,Bw,E?zO,3,6,5,4,1,4;10;16;5;3,10;17;8;15,18,9,1
320,2,39,Bw,E?zW,3,6,5,4,1,4;10;16;9;11,10;11;4;5,16,19,1
321,2,40,Bw,E?zo,3,6,4,4,0,5;3;10;16,11;0;5;4,11,19,1
322,2,41,Bw,E?zw,3,6,3,3,0,5;11;17,11;5;17,4,8,1
323,2,42,Bw,E?~o,3,6,4,4,0,4;17;10;5,10;0;4;5,14,27,1
324,2,43,Bw,E?~w,3,6,3,3,0,4;10;16,10;4;5,4,10,1
325,2,44,Bw,ECR_,3,6,6,6,0,5;2;15;12;16;13,11;6;5;0;7;1,26,41,1
326,2,45,Bw,ECRo,3,6,5,4,1,5;11;17;10;7,11;7;5;1,19,19,1
327,2,46,Bw,ECRw,3,6,3,3,0,5;11;17,11;5;17,4,8,1
328,2,47,Bw,ECYW,3,6,5,4,1,4;10;16;3;0,10;4;5;11,14,15,1
329,2,48,Bw,ECZ?,3,6,6,5,1,4;10;16;0;6;12,10;6;4;1;9,30,31,1
330,2,49,Bw,ECZG,3,6,5,5,0,4;10;16;0;3,10;12;15;4;5,10,35,1
331,2,50,Bw,ECZO,3,6,5,5,0,4;2;11;17;5,10;4;1;11;5,16,38,1
332,2,51,Bw,ECZW,3,6,5,4,1,4;10;16;3;0,10;4;5;11,18,21,1
333,2,52,Bw,ECZ_,3,6,5,5,0,0;3;5;10;16,6;0;5;7;10,16,37,1
334,2,53,Bw,ECZg,3,6,5,4,1,0;3;5;11;17,6;0;5;11,17,21,1
335,2,54,Bw,ECZo,3,6,5,4,1,5;16;10;11;17,11;1;5;4,31,33,1
336,2,55,Bw,ECZw,3,6,3,3,0,5;11;17,11;5;17,4,10,1
337,2,56,Bw,ECfo,3,6,5,4,1,5;11;17;10;6,11;5;6;0,19,21,1
338,2,57,Bw,ECfw,3,6,3,3,0,5;11;17,11;5;17,4,8,1
339,2,58,Bw,ECpo,3,6,5,4,1,5;11;17;4;0,11;8;4;0,10,11,1
340,2,59,Bw,ECqg,3,6,6,6,0,4;1;5;2;15;12,10;11;4;5;6;0,30,43,1
341,2,60,Bw,ECr_,3,6,6,4,2,5;11;17;0;6;12,11;6;5;0,33,13,1
342,2,61,Bw,ECrg,3,6,5,4,1,5;11;17;9;6,11;6;5;0,19,19,1
343,2,62,Bw,ECro,3,6,5,4,1,5;11;17;10;6,11;0;5;6,17,19,1
344,2,63,Bw,ECrw,3,6,3,3,0,5;11;17,11;5;17,4,8,1
345,2,64,Bw,ECuw,3,6,5,4,1,4;10;16;8;11,10;11;4;5,19,19,1
346,2,65,Bw,ECvo,3,6,4,4,0,5;2;10;16,11;5;6;0,11,21,1
347,2,66,Bw,ECvw,3,6,3,3,0,5;11;17,11;5;17,4,8,1
348,2,67,Bw,ECxo,3,6,4,4,0,4;10;15;17,10;17;6;13,5,26,1
349,2,68,Bw,ECxw,3,6,4,4,0,4;10;15;17,10;5;11;4,6,33,1
350,2,69,Bw,ECzW,3,6,5,4,1,4;10;16;9;11,10;4;11;5,19,21,1
351,2,70,Bw,ECzg,3,6,5,4,1,0;3;4;10;16,6;0;10;4,20,21,1
352,2,71,Bw,ECzo,3,6,4,4,0,5;11;16;12,11;0;5;4,10,33,1
353,2,72,Bw,ECzw,3,6,3,3,0,5;11;17,11;5;17,4,10,1
354,2,73,Bw,EC~o,3,6,4,4,0,4;11;16;5,10;0;4;5,16,35,1
355,2,74,Bw,EC~w,3,6,3,3,0,4;10;16,10;4;5,4,10,1
356,2,75,Bw,EEhW,3,6,5,4,1,4;10;16;3;1,10;4;5;11,21,15,1
357,2,76,Bw,EEh_,3,6,5,4,1,3;0;11;17;4,0;11;7;4,6,5,1
358,2,77,Bw,EEho,3,6,5,4,1,3;9;16;14;15,9;17;6;14,26,19,1
359,2,78,Bw,EEhw,3,6,5,4,1,3;10;5;1;16,9;11;5;3,39,42,1
360,2,79,Bw,EEiW,3,6,5,4,1,3;9;15;4;2,9;16;7;14,23,9,1
361,2,80,Bw,EEio,3,6,5,4,1,3;9;15;4;2,9;7;4;2,12,11,1
362,2,81,Bw,EEjW,3,6,5,4,1,4;10;16;3;1,10;4;5;11,31,21,1
363,2,82,Bw,EEj_,3,6,5,4,1,5;11;15;16;12,11;0;6;5,23,27,1
364,2,83,Bw,EEjo,3,6,5,4,1,5;11;17;10;6,11;0;5;6,34,26,1
365,2,84,Bw,EEjw,3,6,3,3,0,5;11;17,11;5;17,4,10,1
366,2,85,Bw,EElw,3,6,5,3,2,3;9;14;15;16,9;4;17,38,10,1
367,2,86,Bw,EEno,3,6,4,4,0,3;9;14;17,9;5;11;3,10,34,1
368,2,87,Bw,EEnw,3,6,3,3,0,5;11;17,11;5;17,4,10,1
369,2,88,Bw,EEr_,3,6,5,4,1,5;2;0;7;13,11;0;5;6,16,13,1
370,2,89,Bw,EEro,3,6,5,4,1,5;11;17;10;6,11;0;5;6,19,19,1
371,2,90,Bw,EErw,3,6,3,3,0,5;11;17,11;5;17,4,8,1
372,2,91,Bw,EEuw,3,6,5,4,1,5;11;17;7;9,11;5;9;3,19,21,1
373,2,92,Bw,EEvo,3,6,4,4,0,5;2;10;16,11;5;9;3,11,21,1
374,2,93,Bw,EEvw,3,6,3,3,0,5;11;17,11;5;17,4,8,1
375,2,94,Bw,EEzO,3,6,5,4,1,4;10;16;5;3,10;4;0;6,27,15,1
376,2,95,Bw,EEz_,3,6,5,4,1,4;11;16;6;9,10;0;6;4,41,23,1
377,2,96,Bw,EEzg,3,6,5,4,1,4;10;16;9;6,10;0;4;6,48,30,1
378,2,97,Bw,EEzo,3,6,4,4,0,5;11;16;12,11;0;5;4,10,35,1
379,2,98,Bw,EEzw,3,6,3,3,0,5;11;17,11;5;17,4,10,1
380,2,99,Bw,EE~w,3,6,3,3,0,4;10;16,10;4;5,4,10,1
381,2,100,Bw,EFzW,3,6,4,4,0,3;10;15;4,9;5;3;4,16,37,1
382,2,101,Bw,EFz_,3,6,5,4,1,3;0;10;5;16,0;9;3;6,75,27,1
383,2,102,Bw,EFzo,3,6,4,4,0,3;10;15;6,9;0;3;4,11,43,1
384,2,103,Bw,EFzw,3,6,3,3,0,5;11;17,11;5;17,4,12,1
385,2,104,Bw,EF~w,3,6,3,3,0,3;9;15,9;3;4,4,12,1
386,2,105,Bw,EQjO,3,6,5,4,1,5;11;17;4;2,11;5;0;6,23,17,1
387,2,106,Bw,EQj_,3,6,5,5,0,1;3;0;6;12,7;1;5;6;0,16,50,1
388,2,107,Bw,EQjg,3,6,5,4,1,1;3;5;11;17,7;1;5;11,20,21,1
389,2,108,Bw,EQjo,3,6,5,4,1,5;11;17;10;6,11;5;6;0,29,35,1
390,2,109,Bw,EQjw,3,6,3,3,0,5;11;17,11;5;17,4,10,1
391,2,110,Bw,EQyw,3,6,4,4,0,4;10;15;17,10;5;11;4,10,33,1
392,2,111,Bw,EQzO,3,6,5,4,1,0;6;12;1;3,6;11;0;5,37,31,1
393,2,112,Bw,EQzW,3,6,5,4,1,4;10;16;9;11,10;4;11;5,49,38,1
394,2,113,Bw,EQzg,3,6,5,4,1,1;7;13;2;0,7;1;4;10,34,21,1
395,2,114,Bw,EQzo,3,6,4,4,0,5;11;13;16,11;5;6;0,11,42,1
396,2,115,Bw,EQzw,3,6,3,3,0,5;11;17,11;5;17,4,10,1
397,2,116,Bw,EQ~o,3,6,4,4,0,4;11;16;5,10;4;6;11,21,64,1
398,2,117,Bw,EQ~w,3,6,3,3,0,4;10;16,10;4;5,4,12,1
399,2,118,Bw,ETno,3,6,4,4,0,5;1;10;16,11;5;6;0,11,21,1
400,2,119,Bw,ETnw,3,6,3,3,0,5;11;17,11;5;17,4,8,1
401,2,120,Bw,ETzg,3,6,5,4,1,4;10;16;9;6,10;4;6;0,56,34,1
402,2,121,Bw,ETzo,3,6,4,4,0,5;11;16;12,11;0;5;6,10,39,1
403,2,122,Bw,ETzw,3,6,3,3,0,5;11;17,11;5;17,4,10,1
404,2,123,Bw,ET~w,3,6,3,3,0,4;10;16,10;4;5,4,10,1
405,2,124,Bw,EUZO,3,6,4,4,0,0;6;16;13,6;13;8;15,5,26,1
406,2,125,Bw,EUZ_,3,6,4,4,0,0;7;2;13,6;8;5;1,5,26,1
407,2,126,Bw,EUZo,3,6,4,4,0,1;8;13;6,7;2;11;5,10,42,1
408,2,127,Bw,EUZw,3,6,3,3,0,5;11;17,11;5;17,4,12,1
409,2,128,Bw,EUxo,3,6,4,4,0,2;7;0;13,0;9;6;3,6,62,1
410,2,129,Bw,EUzW,3,6,4,3,1,0;6;16;13,6;4;17,11,10,1
411,2,130,Bw,EUzo,3,6,4,4,0,5;10;17;6,11;0;6;5,11,54,1
412,2,131,Bw,EUzw,3,6,3,3,0,5;11;17,11;5;17,4,12,1
413,2,132,Bw,EU~w,3,6,3,3,0,4;10;16,10;4;5,4,12,1
414,2,133,Bw,EV~w,3,6,3,3,0,3;9;15,9;3;4,4,12,1
415,2,134,Bw,E]yw,3,6,4,4,0,2;9;14;6,8;0;6;2,11,55,1
416,2,135,Bw,E]zg,3,6,4,4,0,0;7;12;1,6;0;8;2,16,41,1
417,2,136,Bw,E]zo,3,6,4,3,1,0;7;12;1,6;2;17,21,12,1
418,2,137,Bw,E]zw,3,6,3,3,0,5;11;17,11;5;17,4,12,1
419,2,138,Bw,E]~o,3,6,4,3,1,2;8;15;3,0;8;16,48,14,1
420,2,139,Bw,E]~w,3,6,3,3,0,4;10;16,10;4;5,4,14,1
421,2,140,Bw,E^~w,3,6,3,3,0,2;8;14,8;2;3,4,14,1
422,2,141,Bw,E~~w,3,6,3,3,0,1;7;13,0;6;1,4,16,1
423,3,3,CF,CF,4,4,4,3,1,15;3;7;11,15;3;12,5,6,2
424,3,4,CF,CU,4,4,4,4,0,15;12;13;14,15;12;13;14,6,5,2
425,3,5,CF,CV,4,4,4,3,1,15;3;7;11,15;12;3,5,6,1
426,3,6,CF,C],4,4,4,4,0,12;13;14;15,14;15;12;13,5,12,2
427,3,7,CF,C^,4,4,4,3,1,12;13;14;15,14;15;2,9,8,1
428,3,8,CF,C~,4,4,4,3,1,12;13;14;15,13;12;0,10,9,1
429,3,9,CF,D?{,4,5,4,3,1,19;4;9;14,19;4;15,5,6,2
430,3,10,CF,DCw,4,5,5,4,1,19;15;18;16;17,19;15;4;18,7,6,2
431,3,11,CF,DC{,4,5,4,3,1,19;4;9;14,19;4;15,5,6,1
432,3,12,CF,DEk,4,5,5,4,1,18;19;16;17;15,18;19;3;4,7,6,1
433,3,13,CF,DEw,4,5,5,4,1,19;18;17;15;16,19;18;15;4,8,7,2
434,3,14,CF,DE{,4,5,4,3,1,19;4;9;14,19;4;18,5,6,1
435,3,15,CF,DFw,4,5,5,4,1,15;16;17;18;19,18;19;15;3,7,15,2
436,3,16,CF,DF{,4,5,4,3,1,3;18;8;13,18;3;19,6,8,1
437,3,17,CF,DQo,4,5,5,5,0,15;16;17;18;19,15;16;19;17;18,7,14,2
438,3,18,CF,DQw,4,5,5,4,1,16;18;15;17;19,16;19;18;4,8,7,1
439,3,19,CF,DQ{,4,5,4,3,1,4;19;9;14,19;4;15,6,8,1
440,3,20,CF,DTw,4,5,5,4,1,19;16;18;15;17,19;0;15;4,8,7,1
441,3,21,CF,DT{,4,5,4,3,1,19;4;9;14,19;4;15,5,6,1
442,3,22,CF,DUW,4,5,5,5,0,15;16;17;18;19,17;19;18;15;16,7,40,1
443,3,23,CF,DUw,4,5,5,4,1,16;17;18;15;19,19;0;15;16,10,15,1
444,3,24,CF,DU{,4,5,4,3,1,4;19;9;14,19;4;15,6,8,1
445,3,25,CF,DV{,4,5,4,3,1,3;18;8;13,18;3;19,6,8,1
446,3,26,CF,D]w,4,5,5,4,1,18;17;19;15;16,15;2;17;18,13,18,1
447,3,27,CF,D]{,4,5,4,3,1,4;19;9;14,19;4;15,14,9,1
448,3,28,CF,D^{,4,5,4,3,1,2;17;7;12,17;2;18,15,9,1
449,3,29,CF,D~{,4,5,4,3,1,15;0;5;10,16;1;15,11,10,1
450,3,30,CF,E?Bw,4,6,4,3,1,23;5;11;17,23;5;18,5,6,2
451,3,31,CF,E?bo,4,6,6,4,2,23;18;22;5;11;17,23;18;5;22,8,7,2
452,3,32,CF,E?bw,4,6,4,3,1,23;5;11;17,23;5;18,5,6,1
453,3,33,CF,E?ow,4,6,6,4,2,22;23;18;19;20;21,22;23;4;5,8,6,2
454,3,34,CF,E?qo,4,6,6,5,1,22;23;19;5;11;17,22;23;18;19;5,8,14,2
455,3,35,CF,E?qw,4,6,6,4,2,22;23;19;5;11;17,22;23;4;5,8,7,1
456,3,36,CF,E?ro,4,6,6,4,2,23;22;5;11;17;18,23;22;18;5,10,7,2
457,3,37,CF,E?rw,4,6,4,3,1,23;5;11;17,23;5;22,5,6,1
458,3,38,CF,E?zO,4,6,6,5,1,22;23;4;21;10;16,22;23;18;4;5,8,15,2
459,3,39,CF,E?zW,4,6,6,4,2,22;23;4;21;10;16,22;23;4;5,8,7,1
460,3,40,CF,E?zo,4,6,6,4,2,23;22;5;11;17;18,23;22;18;5,10,7,2
461,3,41,CF,E?zw,4,6,4,3,1,23;5;11;17,23;5;22,5,6,1
462,3,42,CF,E?~o,4,6,5,4,1,4;11;16;22;23,22;23;18;4,7,16,2
463,3,43,CF,E?~w,4,6,4,3,1,4;22;10;16,22;4;23,6,8,1
464,3,44,CF,ECR_,4,6,6,6,0,23;18;19;20;21;22,23;18;19;5;21;22,9,7,2
465,3,45,CF,ECRo,4,6,6,4,2,23;19;22;5;11;17,23;19;5;22,8,7,1
466,3,46,CF,ECRw,4,6,4,3,1,23;5;11;17,23;5;18,5,6,1
467,3,47,CF,ECYW,4,6,6,4,2,22;4;10;16;18;21,22;23;4;5,9,7,1
468,3,48,CF,ECZ?,4,6,6,6,0,22;18;20;19;21;23,22;18;23;21;19;20,8,20,2
469,3,49,CF,ECZG,4,6,6,5,1,22;18;4;21;10;16,22;18;23;4;21,8,14,1
470,3,50,CF,ECZO,4,6,6,5,1,22;20;19;18;21;23,22;23;19;20;5,9,17,1
471,3,51,CF,ECZW,4,6,6,4,2,22;4;10;16;18;21,22;23;4;5,15,7,1
472,3,52,CF,ECZ_,4,6,6,6,0,18;21;19;20;22;23,18;23;21;22;19;20,9,31,2
473,3,53,CF,ECZg,4,6,6,4,2,18;21;19;20;22;23,18;23;21;5,15,11,1
474,3,54,CF,ECZo,4,6,6,4,2,5;22;23;11;17;19,23;22;19;5,16,7,1
475,3,55,CF,ECZw,4,6,4,3,1,5;23;11;17,23;5;22,6,8,1
476,3,56,CF,ECfo,4,6,6,4,2,23;5;22;11;17;18,23;0;18;5,11,7,1
477,3,57,CF,ECfw,4,6,4,3,1,23;5;11;17,23;5;18,5,6,1
478,3,58,CF,ECpo,4,6,6,5,1,23;5;18;22;11;17,23;21;5;18;22,8,15,1
479,3,59,CF,ECqg,4,6,6,6,0,22;23;18;19;20;21,22;23;18;4;5;0,9,7,1
480,3,60,CF,ECr_,4,6,6,4,2,23;18;20;19;21;22,23;18;5;0,8,6,2
481,3,61,CF,ECrg,4,6,6,4,2,23;18;5;21;11;17,23;18;5;0,8,7,1
482,3,62,CF,ECro,4,6,6,4,2,23;5;22;11;17;18,23;0;18;5,12,7,1
483,3,63,CF,ECrw,4,6,4,3,1,23;5;11;17,23;5;18,5,6,1
484,3,64,CF,ECuw,4,6,6,4,2,22;23;4;20;10;16,22;23;4;5,8,7,1
485,3,65,CF,ECvo,4,6,6,4,2,23;5;22;11;17;18,23;0;18;5,12,7,1
486,3,66,CF,ECvw,4,6,4,3,1,23;5;11;17,23;5;22,5,6,1
487,3,67,CF,ECxo,4,6,6,5,1,18;19;20;21;22;23,22;18;23;19;5,9,43,1
488,3,68,CF,ECxw,4,6,6,4,2,4;21;22;10;16;23,22;5;23;18,19,15,1
489,3,69,CF,ECzW,4,6,6,4,2,22;4;21;10;16;23,22;5;23;4,11,7,1
490,3,70,CF,ECzg,4,6,6,4,2,18;21;4;22;10;16,18;4;22;0,20,7,1
491,3,71,CF,ECzo,4,6,6,4,2,5;11;17;18;22;23,23;0;18;5,19,14,1
492,3,72,CF,ECzw,4,6,4,3,1,5;23;11;17,23;5;22,6,8,1
493,3,73,CF,EC~o,4,6,5,4,1,4;11;16;22;23,22;0;18;4,7,18,1
494,3,74,CF,EC~w,4,6,4,3,1,4;22;10;16,22;4;23,6,8,1
495,3,75,CF,EEhW,4,6,6,4,2,22;4;10;16;19;21,22;23;4;5,9,7,1
496,3,76,CF,EEh_,4,6,6,6,0,18;19;20;21;22;23,21;22;23;18;19;20,8,38,2
497,3,77,CF,EEho,4,6,6,5,1,18;20;19;22;21;23,21;23;22;3;20,12,28,1
498,3,78,CF,EEhw,4,6,6,4,2,18;5;23;11;17;21,21;23;5;18,18,18,1
499,3,79,CF,EEiW,4,6,6,5,1,21;22;3;20;9;15,21;22;18;3;4,8,15,1
500,3,80,CF,EEio,4,6,6,5,1,21;3;20;22;9;15,21;23;3;20;22,8,15,1
501,3,81,CF,EEjW,4,6,6,4,2,22;4;10;16;19;21,22;23;4;5,15,7,1
502,3,82,CF,EEj_,4,6,6,4,2,19;20;18;21;22;23,23;0;18;5,9,6,2
503,3,83,CF,EEjo,4,6,6,4,2,5;22;23;11;17;18,23;0;18;5,19,7,1
504,3,84,CF,EEjw,4,6,4,3,1,5;23;11;17,23;5;18,6,8,1
505,3,85,CF,EElw,4,6,6,4,2,3;20;21;9;15;22,21;4;22;19,27,19,1
506,3,86,CF,EEno,4,6,6,4,2,3;20;21;9;15;23,21;5;23;22,23,16,1
507,3,87,CF,EEnw,4,6,4,3,1,5;23;11;17,23;5;21,6,8,1
508,3,88,CF,EEr_,4,6,6,4,2,23;20;21;22;18;19,23;0;18;5,12,7,2
509,3,89,CF,EEro,4,6,6,4,2,23;5;22;11;17;18,23;0;18;5,12,7,1
510,3,90,CF,EErw,4,6,4,3,1,23;5;11;17,23;5;18,5,6,1
511,3,91,CF,EEuw,4,6,6,4,2,23;5;19;11;17;21,23;3;21;5,11,7,1
512,3,92,CF,EEvo,4,6,6,4,2,23;5;22;11;17;21,23;3;21;5,12,7,1
513,3,93,CF,EEvw,4,6,4,3,1,23;5;11;17,23;5;21,5,6,1
514,3,94,CF,EEzO,4,6,6,4,2,22;4;10;16;21;23,22;18;4;0,15,7,1
515,3,95,CF,EEz_,4,6,6,4,2,20;18;19;21;22;23,22;0;18;4,9,6,2
516,3,96,CF,EEzg,4,6,6,4,2,4;21;22;10;16;18,22;0;18;4,23,7,1
517,3,97,CF,EEzo,4,6,6,4,2,5;11;17;18;22;23,23;0;18;5,28,15,1
518,3,98,CF,EEzw,4,6,4,3,1,5;23;11;17,23;5;22,6,8,1
519,3,99,CF,EE~w,4,6,4,3,1,4;22;10;16,22;4;23,6,8,1
520,3,100,CF,EFzW,4,6,5,4,1,3;10;15;21;22,21;5;23;20,13,18,1
521,3,101,CF,EFz_,4,6,6,4,2,18;19;20;21;22;23,21;0;18;3,9,14,2
522,3,102,CF,EFzo,4,6,6,4,2,18;19;20;22;21;23,21;0;18;3,59,23,1
523,3,103,CF,EFzw,4,6,4,3,1,5;23;11;17,23;5;21,6,9,1
524,3,104,CF,EF~w,4,6,4,3,1,3;21;9;15,21;3;22,6,9,1
525,3,105,CF,EQjO,4,6,6,4,2,19;20;21;18;22;23,23;18;5;0,9,6,1
526,3,106,CF,EQj_,4,6,6,5,1,19;21;22;18;20;23,19;23;21;0;18,15,16,1
527,3,107,CF,EQjg,4,6,6,4,2,19;21;18;20;22;23,19;23;21;5,16,11,1
528,3,108,CF,EQjo,4,6,6,4,2,5;22;23;11;17;18,23;0;18;5,29,7,1
529,3,109,CF,EQjw,4,6,4,3,1,5;23;11;17,23;5;18,6,8,1
530,3,110,CF,EQyw,4,6,6,4,2,4;21;22;10;16;23,22;5;23;19,36,14,1
531,3,111,CF,EQzO,4,6,6,4,2,20;21;18;19;22;23,18;23;0;5,9,6,1
532,3,112,CF,EQzW,4,6,6,4,2,4;21;22;10;16;23,22;5;23;20,28,7,1
533,3,113,CF,EQzg,4,6,6,4,2,19;1;7;13;18;20,19;22;1;4,16,7,1
534,3,114,CF,EQzo,4,6,6,4,2,5;11;17;23;22;18,23;0;18;5,32,22,1
535,3,115,CF,EQzw,4,6,4,3,1,5;23;11;17,23;5;22,6,8,1
536,3,116,CF,EQ~o,4,6,5,4,1,4;11;16;22;23,22;0;18;4,30,29,1
537,3,117,CF,EQ~w,4,6,4,3,1,4;22;10;16,22;4;23,6,9,1
538,3,118,CF,ETno,4,6,6,4,2,23;5;22;11;17;18,23;0;18;5,12,7,1
539,3,119,CF,ETnw,4,6,4,3,1,23;5;11;17,23;5;18,5,6,1
540,3,120,CF,ETzg,4,6,6,4,2,4;21;22;10;16;18,22;0;18;19,23,7,1
541,3,121,CF,ETzo,4,6,6,4,2,5;11;17;18;22;23,23;0;18;19,42,16,1
542,3,122,CF,ETzw,4,6,4,3,1,5;23;11;17,23;5;18,6,8,1
543,3,123,CF,ET~w,4,6,4,3,1,4;22;10;16,22;4;23,6,8,1
544,3,124,CF,EUZO,4,6,6,5,1,20;22;18;19;21;23,18;20;3;21;22,24,49,1
545,3,125,CF,EUZ_,4,6,6,4,2,21;22;23;18;19;20,19;23;0;2,14,26,1
546,3,126,CF,EUZo,4,6,6,4,2,22;18;21;19;20;23,19;23;5;22,39,18,1
547,3,127,CF,EUZw,4,6,4,3,1,5;23;11;17,23;5;18,6,9,1
548,3,128,CF,EUxo,4,6,6,4,2,18;19;20;21;22;23,20;23;2;5,9,25,1
549,3,129,CF,EUzW,4,6,6,4,2,0;10;12;18;19;7,18;4;22;21,36,19,1
550,3,130,CF,EUzo,4,6,6,4,2,19;0;18;6;12;23,23;0;18;19,46,27,1
551,3,131,CF,EUzw,4,6,4,3,1,5;23;11;17,23;5;18,6,9,1
552,3,132,CF,EU~w,4,6,4,3,1,4;22;10;16,22;4;23,6,9,1
553,3,133,CF,EV~w,4,6,4,3,1,3;21;9;15,21;3;22,6,9,1
554,3,134,CF,E]yw,4,6,6,4,2,19;21;18;20;22;23,20;0;18;19,63,25,1
555,3,135,CF,E]zg,4,6,5,4,1,0;7;12;18;19,18;2;20;21,14,20,1
556,3,136,CF,E]zo,4,6,5,4,1,0;7;12;18;19,18;2;20;21,35,23,1
557,3,137,CF,E]zw,4,6,4,3,1,5;23;11;17,23;5;18,10,9,1
558,3,138,CF,E]~o,4,6,5,4,1,18;19;0;7;12,20;0;18;19,29,27,1
559,3,139,CF,E]~w,4,6,4,3,1,4;22;10;16,22;4;23,12,10,1
560,3,140,CF,E^~w,4,6,4,3,1,2;20;8;14,20;2;21,12,10,1
561,3,141,CF,E~~w,4,6,4,3,1,18;0;6;12,19;1;18,12,11,1
562,4,4,CU,CU,4,4,6,4,2,3;7;2;0;4;1,15;12;3;0,7,5,2
563,4,5,CU,CV,4,4,4,4,0,3;7;15;11,15;3;12;0,5,5,1
564,4,6,CU,C],4,4,6,4,2,12;13;8;14;15;10,14;0;12;2,24,5,2
565,4,7,CU,C^,4,4,4,4,0,6;14;11;3,14;2;15;3,5,13,1
566,4,8,CU,C~,4,4,4,4,0,12;4;0;8,13;1;12;0,5,22,1
567,4,9,CU,D?{,4,5,4,4,0,19;4;9;14,19;4;9;14,6,5,2
568,4,10,CU,DCw,4,5,6,4,2,4;9;3;18;19;14,19;15;4;0,8,5,2
569,4,11,CU,DC{,4,5,4,4,0,4;9;19;14,19;4;9;0,5,5,1
570,4,12,CU,DEk,4,5,6,4,2,3;8;17;18;13;2,18;19;3;4,8,5,1
571,4,13,CU,DEw,4,5,6,4,2,4;9;3;14;19;18,19;4;15;0,14,6,2
572,4,14,CU,DE{,4,5,4,4,0,4;9;19;14,19;4;18;3,5,5,1
573,4,15,CU,DFw,4,5,6,4,2,8;4;3;13;19;18,18;0;3;15,31,6,2
574,4,16,CU,DF{,4,5,4,4,0,8;18;14;4,18;3;19;4,5,13,1
575,4,17,CU,DQo,4,5,8,6,2,0;5;18;1;15;16;10;3,15;16;0;1;19;4,18,9,2
576,4,18,CU,DQw,4,5,6,4,2,18;14;9;3;19;4,16;1;19;4,12,6,1
577,4,19,CU,DQ{,4,5,4,4,0,9;19;14;4,19;4;9;0,5,11,1
578,4,20,CU,DTw,4,5,6,4,2,4;9;14;19;18;3,19;4;15;0,15,6,1
579,4,21,CU,DT{,4,5,4,4,0,4;9;19;14,19;4;15;0,5,5,1
580,4,22,CU,DUW,4,5,6,6,0,15;9;6;0;14;11,17;3;15;0;19;1,15,25,1
581,4,23,CU,DUw,4,5,6,4,2,9;3;12;1;5;2,19;0;15;4,10,6,1
582,4,24,CU,DU{,4,5,4,4,0,9;19;14;4,19;4;15;0,5,13,1
583,4,25,CU,DV{,4,5,4,4,0,8;18;14;4,18;3;19;4,5,13,1
584,4,26,CU,D]w,4,5,6,4,2,5;3;1;12;2;9,15;2;0;17,66,6,1
585,4,27,CU,D]{,4,5,4,4,0,9;19;14;4,19;4;15;0,5,16,1
586,4,28,CU,D^{,4,5,4,4,0,7;17;13;3,17;2;18;3,5,19,1
587,4,29,CU,D~{,4,5,4,4,0,15;5;0;10,16;1;15;0,5,31,1
588,4,30,CU,E?Bw,4,6,4,4,0,23;5;11;17,23;5;11;17,6,5,2
589,4,31,CU,E?bo,4,6,6,4,2,5;11;4;22;23;17,23;18;5;0,9,5,2
590,4,32,CU,E?bw,4,6,4,4,0,5;11;23;17,23;5;11;17,5,5,1
591,4,33,CU,E?ow,4,6,8,4,4,4;10;5;11;16;22;17;23,22;23;4;5,10,5,2
592,4,34,CU,E?qo,4,6,8,6,2,4;10;5;11;22;23;16;17,22;23;4;5;18;0,13,9,2
593,4,35,CU,E?qw,4,6,6,4,2,19;5;11;23;17;1,22;23;4;5,9,5,1
594,4,36,CU,E?ro,4,6,6,4,2,5;11;4;17;23;22,23;5;18;0,8,6,2
595,4,37,CU,E?rw,4,6,4,4,0,5;11;23;17,23;5;22;4,5,5,1
596,4,38,CU,E?zO,4,6,8,6,2,4;10;21;5;16;3;22;23,22;23;4;5;18;0,33,9,2
