graph6,n,m,Delta,delta,tree,regular,gamma,gamma_set,gamma_t,gamma_t_set,independent_domination,independent_domination_set,connected_domination,connected_domination_set,roman_domination,roman_twos,roman_ones,paired_domination,paired_domination_set,paired_matching,alpha,alpha_set,tau,min_maximal_matching,mu_unmatched,mu_matching,ore_slack,tx_i_mu_slack
K]zsA?_C?O?_,12,17,5,1,0,0,6,63,6,63,6,1008,6,63,8,1,3970,6,63,0-2;1-4;3-5,6,1008,6,3,4032,0-2;1-4;3-5,0,-3
K]z{A?_C?O?_,12,18,6,1,0,0,6,63,6,63,6,2016,6,63,7,32,1984,6,63,0-2;1-3;4-5,6,2016,6,3,4032,0-2;1-3;4-5,0,-3
K]~sA?_C?O?_,12,18,5,1,0,0,6,63,6,63,6,1008,6,63,8,1,3970,6,63,0-2;1-4;3-5,6,1008,6,3,4032,0-2;1-4;3-5,0,-3
K]~{A?_C?O?_,12,19,6,1,0,0,6,63,6,63,6,2016,6,63,7,16,3008,6,63,0-2;1-3;4-5,6,2016,6,3,4032,0-2;1-3;4-5,0,-3
K^~{A?_C?O?_,12,20,6,1,0,0,6,63,6,63,6,2016,6,63,7,4,3776,6,63,0-2;1-3;4-5,6,2016,6,3,4032,0-2;1-3;4-5,0,-3
K~~{A?_C?O?_,12,21,6,1,0,0,6,63,6,63,6,2016,6,63,7,1,3968,6,63,0-1;2-3;4-5,6,2016,6,3,4032,0-1;2-3;4-5,0,-3
Cs,4,3,3,1,1,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,3,14,1,1,6,0-3,2,0
Ds_,5,4,4,1,1,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,4,30,1,1,14,0-4,3,0
DsC,5,4,3,1,1,0,2,9,2,9,2,17,2,9,3,1,16,2,9,0-3,3,14,2,1,22,0-3,1,-1
Esa?,6,5,5,1,1,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,5,62,1,1,30,0-5,4,0
Es_G,6,5,4,1,1,0,2,17,2,17,2,33,2,17,3,1,32,2,17,0-4,4,30,2,1,46,0-4,2,-1
EsCG,6,5,3,1,1,0,2,17,3,25,2,17,3,25,4,1,48,4,27,0-1;3-4,4,46,2,2,6,0-3;4-5,2,0
FsaC?,7,6,6,1,1,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,6,126,1,1,62,0-6,5,0
Fsa?G,7,6,5,1,1,0,2,33,2,33,2,65,2,33,3,1,64,2,33,0-5,5,62,2,1,94,0-5,3,-1
Fs_GG,7,6,4,1,1,0,2,33,3,49,2,33,3,49,4,1,96,4,51,0-1;4-5,5,94,2,2,14,0-4;5-6,3,0
FsE?G,7,6,4,1,1,0,3,41,3,41,3,81,3,41,4,1,80,4,57,0-5;3-4,4,46,3,2,22,0-3;5-6,1,-1
FsCGG,7,6,3,1,1,0,2,33,4,51,2,33,4,57,4,33,0,4,51,0-1;4-5,4,46,3,2,22,0-3;5-6,3,0
Fp_GG,7,6,3,1,1,0,3,37,4,53,3,38,4,53,5,1,104,4,53,0-2;4-5,4,86,3,2,26,0-2;5-6,1,-1
FkE?G,7,6,3,1,1,0,3,42,4,43,3,42,4,43,5,1,84,6,63,0-5;1-2;3-4,4,85,3,3,1,1-2;3-4;5-6,1,0
GsaCC?,8,7,7,1,1,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,7,254,1,1,126,0-7,6,0
GsaC?C,8,7,6,1,1,0,2,65,2,65,2,129,2,65,3,1,128,2,65,0-6,6,126,2,1,190,0-6,4,-1
Gsa?GC,8,7,5,1,1,0,2,65,3,97,2,65,3,97,4,1,192,4,99,0-1;5-6,6,190,2,2,30,0-5;6-7,4,0
Gs_K?C,8,7,5,1,1,0,3,81,3,81,3,161,3,81,4,1,160,4,113,0-6;4-5,5,94,3,2,46,0-4;6-7,2,-1
Gs_GGC,8,7,4,1,1,0,2,65,4,99,2,65,4,113,4,65,0,4,99,0-1;5-6,5,94,3,2,46,0-4;6-7,4,0
GsE?GC,8,7,4,1,1,0,3,73,4,105,3,81,4,105,5,1,208,4,105,0-3;5-6,5,174,3,2,54,0-3;6-7,2,-1
GsCGGC,8,7,3,1,1,0,3,73,4,99,3,81,5,121,5,33,128,4,99,0-1;5-6,5,174,3,2,150,0-3;5-6,2,-1
Gp_GGC,8,7,3,1,1,0,3,69,4,101,3,73,5,117,5,65,8,4,101,0-2;5-6,4,86,4,2,154,0-2;5-6,2,-1
GpE?GC,8,7,3,1,1,0,3,73,5,109,3,73,5,109,6,1,216,6,111,0-1;2-3;5-6,5,182,3,3,6,0-5;3-4;6-7,2,0
GkE?GC,8,7,3,1,1,0,3,74,5,107,3,74,5,107,6,1,212,6,111,0-3;1-2;5-6,4,85,4,3,36,0-1;3-4;6-7,2,0
HsaCCA?,9,8,8,1,1,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,8,510,1,1,254,0-8,7,0
HsaCC?@,9,8,7,1,1,0,2,129,2,129,2,257,2,129,3,1,256,2,129,0-7,7,254,2,1,382,0-7,5,-1
HsaC?C@,9,8,6,1,1,0,2,129,3,193,2,129,3,193,4,1,384,4,195,0-1;6-7,7,382,2,2,62,0-6;7-8,5,0
Hsa?K?@,9,8,6,1,1,0,3,161,3,161,3,321,3,161,4,1,320,4,225,0-7;5-6,6,190,3,2,94,0-5;7-8,3,-1
Hsa?GC@,9,8,5,1,1,0,2,129,4,195,2,129,4,225,4,129,0,4,195,0-1;6-7,6,190,3,2,94,0-5;7-8,5,0
Hs_K?C@,9,8,5,1,1,0,3,145,4,209,3,161,4,209,5,1,416,4,209,0-4;6-7,6,350,3,2,110,0-4;7-8,3,-1
Hs_GGC@,9,8,4,1,1,0,3,145,4,195,3,161,5,241,5,65,256,4,195,0-1;6-7,6,350,3,2,302,0-4;6-7,3,-1
HsE?K?@,9,8,5,1,1,0,4,169,4,169,4,337,4,169,5,1,336,6,249,0-7;3-4;5-6,5,174,4,3,22,0-3;5-6;7-8,1,-1
HsE?GC@,9,8,4,1,1,0,3,137,4,201,3,145,5,233,5,129,16,4,201,0-3;6-7,5,174,4,2,310,0-3;6-7,3,-1
HsCK?C@,9,8,4,1,1,0,3,145,5,217,3,145,5,217,6,1,432,6,219,0-1;3-4;6-7,6,366,3,3,14,0-6;4-5;7-8,3,0
HsCGGC@,9,8,3,1,1,0,3,145,4,201,3,145,6,249,6,33,384,4,201,0-3;6-7,5,174,4,3,22,0-3;5-6;7-8,3,0
Hp_K?C@,9,8,4,1,1,0,4,149,5,213,4,150,5,213,6,1,424,6,221,0-4;2-3;6-7,5,342,4,3,74,0-2;4-5;7-8,1,-1
Hp_GGC@,9,8,3,1,1,0,4,149,4,197,4,150,6,245,6,65,264,4,197,0-2;6-7,5,342,4,3,26,0-2;5-6;7-8,1,-1
HpE?GC@,9,8,3,1,1,0,3,137,5,205,3,137,6,237,6,129,24,6,207,0-1;2-3;6-7,5,182,4,3,70,0-5;3-4;7-8,3,0
HkE?K?@,9,8,4,1,1,0,4,170,5,171,4,170,5,171,6,1,340,8,255,0-7;1-2;3-4;5-6,5,341,4,4,1,1-2;3-4;5-6;7-8,1,0
HkE?GC@,9,8,3,1,1,0,4,139,5,203,4,149,6,235,6,129,20,6,207,0-3;1-2;6-7,5,341,4,3,292,0-1;3-4;6-7,1,-1
HkCK?C@,9,8,3,1,1,0,3,146,6,219,3,146,6,219,6,146,0,6,219,0-1;3-4;6-7,5,362,4,3,76,0-1;4-5;7-8,3,0
IsaCCA?_?,10,9,9,1,1,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,9,1022,1,1,510,0-9,8,0
IsaCCA??G,10,9,8,1,1,0,2,257,2,257,2,513,2,257,3,1,512,2,257,0-8,8,510,2,1,766,0-8,6,-1
IsaCC?@?G,10,9,7,1,1,0,2,257,3,385,2,257,3,385,4,1,768,4,387,0-1;7-8,8,766,2,2,126,0-7;8-9,6,0
IsaC?E??G,10,9,7,1,1,0,3,321,3,321,3,641,3,321,4,1,640,4,449,0-8;6-7,7,382,3,2,190,0-6;8-9,4,-1
IsaC?C@?G,10,9,6,1,1,0,2,257,4,387,2,257,4,449,4,257,0,4,387,0-1;7-8,7,382,3,2,190,0-6;8-9,6,0
Isa?K?@?G,10,9,6,1,1,0,3,289,4,417,3,321,4,417,5,1,832,4,417,0-5;7-8,7,702,3,2,222,0-5;8-9,4,-1
Isa?GC@?G,10,9,5,1,1,0,3,289,4,387,3,321,5,481,5,129,512,4,387,0-1;7-8,7,702,3,2,606,0-5;7-8,4,-1
Is_K?E??G,10,9,6,1,1,0,4,337,4,337,4,673,4,337,5,1,672,6,497,0-8;4-5;6-7,6,350,4,3,46,0-4;6-7;8-9,2,-1
Is_K?C@?G,10,9,5,1,1,0,3,273,4,401,3,289,5,465,5,257,32,4,401,0-4;7-8,6,350,4,2,622,0-4;7-8,4,-1
Is_GK?@?G,10,9,5,1,1,0,3,289,5,433,3,289,5,433,6,1,864,6,435,0-1;4-5;7-8,7,734,3,3,30,0-7;5-6;8-9,4,0
Is_GGC@?G,10,9,4,1,1,0,3,289,4,401,3,289,6,497,6,65,768,4,401,0-4;7-8,6,350,4,3,46,0-4;6-7;8-9,4,0
IsE?K?@?G,10,9,5,1,1,0,4,297,5,425,4,337,5,425,6,1,848,6,441,0-5;3-4;7-8,6,686,4,3,150,0-3;5-6;8-9,2,-1
IsE?GC@?G,10,9,4,1,1,0,4,297,4,393,4,337,6,489,6,129,528,4,393,0-3;7-8,6,686,4,3,54,0-3;6-7;8-9,2,-1
IsCK?C@?G,10,9,4,1,1,0,3,273,5,409,3,273,6,473,6,257,48,6,411,0-1;3-4;7-8,6,366,4,3,142,0-6;4-5;8-9,4,0
IsCGGC@?G,10,9,3,1,1,0,3,289,5,409,3,289,7,505,6,289,0,6,411,0-1;3-4;7-8,6,686,4,3,150,0-3;5-6;8-9,4,0
Ip_K?C@?G,10,9,4,1,1,0,4,277,5,405,4,297,6,469,6,257,40,6,413,0-4;2-3;7-8,5,342,5,3,586,0-2;4-5;7-8,2,-1
Ip_GK?@?G,10,9,4,1,1,0,4,293,6,437,4,294,6,437,7,1,872,6,437,0-2;4-5;7-8,6,726,4,3,154,0-2;5-6;8-9,2,-1
Ip_GGC@?G,10,9,3,1,1,0,4,293,5,405,4,294,7,501,7,65,776,6,413,0-4;2-3;7-8,5,342,5,3,154,0-2;5-6;8-9,2,-1
IpE?GC@?G,10,9,3,1,1,0,4,297,5,397,4,298,7,493,7,129,536,6,399,0-1;2-3;7-8,6,694,4,3,582,0-5;3-4;7-8,2,-1
IpCK?C@?G,10,9,3,1,1,0,3,273,6,411,3,273,7,477,6,273,0,6,411,0-1;3-4;7-8,5,342,5,3,166,0-6;3-4;8-9,4,0
IkE?K?@?G,10,9,4,1,1,0,4,298,6,427,4,298,6,427,7,1,852,8,447,0-5;1-2;3-4;7-8,5,341,5,4,132,0-1;3-4;5-6;8-9,2,0
IkE?GC@?G,10,9,3,1,1,0,4,298,5,395,4,298,7,491,7,129,532,6,399,0-3;1-2;7-8,5,341,5,4,36,0-1;3-4;6-7;8-9,2,0
IkCK?C@?G,10,9,3,1,1,0,4,275,6,411,4,277,7,475,7,146,512,6,411,0-1;3-4;7-8,5,362,5,3,588,0-1;4-5;7-8,2,-1
Ih_GK?@?G,10,9,3,1,1,0,4,293,6,438,4,293,7,439,7,164,512,6,438,1-2;4-5;7-8,6,730,4,3,585,1-2;4-5;7-8,2,-1
JsaCCA?_C??,11,10,10,1,1,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,10,2046,1,1,1022,0-10,9,0
JsaCCA?_??_,11,10,9,1,1,0,2,513,2,513,2,1025,2,513,3,1,1024,2,513,0-9,9,1022,2,1,1534,0-9,7,-1
JsaCCA??G?_,11,10,8,1,1,0,2,513,3,769,2,513,3,769,4,1,1536,4,771,0-1;8-9,9,1534,2,2,254,0-8;9-10,7,0
JsaCC?@_??_,11,10,8,1,1,0,3,641,3,641,3,1281,3,641,4,1,1280,4,897,0-9;7-8,8,766,3,2,382,0-7;9-10,5,-1
JsaCC?@?G?_,11,10,7,1,1,0,2,513,4,771,2,513,4,897,4,513,0,4,771,0-1;8-9,8,766,3,2,382,0-7;9-10,7,0
JsaC?E??G?_,11,10,7,1,1,0,3,577,4,833,3,641,4,833,5,1,1664,4,833,0-6;8-9,8,1406,3,2,446,0-6;9-10,5,-1
JsaC?C@?G?_,11,10,6,1,1,0,3,577,4,771,3,641,5,961,5,257,1024,4,771,0-1;8-9,8,1406,3,2,1214,0-6;8-9,5,-1
Jsa?K?@_??_,11,10,7,1,1,0,4,673,4,673,4,1345,4,673,5,1,1344,6,993,0-9;5-6;7-8,7,702,4,3,94,0-5;7-8;9-10,3,-1
Jsa?K?@?G?_,11,10,6,1,1,0,3,545,4,801,3,577,5,929,5,513,64,4,801,0-5;8-9,7,702,4,2,1246,0-5;8-9,5,-1
Jsa?GE??G?_,11,10,6,1,1,0,3,577,5,865,3,577,5,865,6,1,1728,6,867,0-1;5-6;8-9,8,1470,3,3,62,0-8;6-7;9-10,5,0
Jsa?GC@?G?_,11,10,5,1,1,0,3,577,4,801,3,577,6,993,6,129,1536,4,801,0-5;8-9,7,702,4,3,94,0-5;7-8;9-10,5,0
Js_K?E??G?_,11,10,6,1,1,0,4,593,5,849,4,673,5,849,6,1,1696,6,881,0-6;4-5;8-9,7,1374,4,3,302,0-4;6-7;9-10,3,-1
Js_K?C@?G?_,11,10,5,1,1,0,4,593,4,785,4,673,6,977,6,257,1056,4,785,0-4;8-9,7,1374,4,3,110,0-4;7-8;9-10,3,-1
Js_GK?@?G?_,11,10,5,1,1,0,3,545,5,817,3,545,6,945,6,513,96,6,819,0-1;4-5;8-9,7,734,4,3,286,0-7;5-6;9-10,5,0
Js_GGC@?G?_,11,10,4,1,1,0,3,577,5,817,3,577,7,1009,6,577,0,6,819,0-1;4-5;8-9,7,1374,4,3,302,0-4;6-7;9-10,5,0
JsE?K?@_??_,11,10,6,1,1,0,5,681,5,681,5,1361,5,681,6,1,1360,8,1017,0-9;3-4;5-6;7-8,6,686,5,4,22,0-3;5-6;7-8;9-10,1,-1
JsE?K?@?G?_,11,10,5,1,1,0,4,553,5,809,4,593,6,937,6,513,80,6,825,0-5;3-4;8-9,6,686,5,3,1174,0-3;5-6;8-9,3,-1
JsE?GE??G?_,11,10,5,1,1,0,4,585,6,873,4,593,6,873,7,1,1744,6,873,0-3;5-6;8-9,7,1454,4,3,310,0-3;6-7;9-10,3,-1
JsE?GC@?G?_,11,10,4,1,1,0,4,585,5,809,4,593,7,1001,7,129,1552,6,825,0-5;3-4;8-9,6,686,5,3,310,0-3;6-7;9-10,3,-1
JsCK?C@?G?_,11,10,4,1,1,0,4,593,5,793,4,657,7,985,7,257,1072,6,795,0-1;3-4;8-9,7,1390,4,3,1166,0-6;4-5;8-9,3,-1
JsCGK?@?G?_,11,10,4,1,1,0,3,545,6,819,3,545,7,953,6,545,0,6,819,0-1;4-5;8-9,6,686,5,3,334,0-7;4-5;9-10,5,0
JsCGGC@?G?_,11,10,3,1,1,0,4,585,6,819,4,593,8,1017,7,289,1024,6,819,0-1;4-5;8-9,6,686,5,3,1174,0-3;5-6;8-9,3,-1
Jp_K?E??G?_,11,10,5,1,1,0,5,597,6,853,5,598,6,853,7,1,1704,8,893,0-6;2-3;4-5;8-9,6,1366,5,4,266,0-2;4-5;6-7;9-10,1,-1
Jp_K?C@?G?_,11,10,4,1,1,0,5,597,5,789,5,598,7,981,7,257,1064,6,797,0-4;2-3;8-9,6,1366,5,4,74,0-2;4-5;7-8;9-10,1,-1
Jp_GK?@?G?_,11,10,4,1,1,0,4,549,6,821,4,553,7,949,7,513,104,6,821,0-2;4-5;8-9,6,726,5,3,1178,0-2;5-6;8-9,3,-1
Jp_GGC@?G?_,11,10,3,1,1,0,4,581,6,821,4,585,8,1013,7,577,8,6,821,0-2;4-5;8-9,6,1366,5,3,1178,0-2;5-6;8-9,3,-1
JpE?GE??G?_,11,10,4,1,1,0,4,585,7,877,4,585,7,877,8,1,1752,8,879,0-1;2-3;5-6;8-9,7,1462,4,4,38,0-8;3-4;6-7;9-10,3,0
JpE?GC@?G?_,11,10,3,1,1,0,4,585,6,813,4,585,8,1005,8,129,1560,6,813,0-5;2-3;8-9,6,694,5,4,70,0-5;3-4;7-8;9-10,3,0
JpCK?C@?G?_,11,10,3,1,1,0,4,593,6,795,4,657,8,989,7,273,1024,6,795,0-1;3-4;8-9,6,1366,5,3,1190,0-6;3-4;8-9,3,-1
JkE?K?@_??_,11,10,5,1,1,0,5,682,6,683,5,682,6,683,7,1,1364,10,1023,0-9;1-2;3-4;5-6;7-8,6,1365,5,5,1,1-2;3-4;5-6;7-8;9-10,1,0
JkE?K?@?G?_,11,10,4,1,1,0,5,555,6,811,5,597,7,939,7,513,84,8,831,0-5;1-2;3-4;8-9,6,1365,5,4,1156,0-1;3-4;5-6;8-9,1,-1
JkE?GE??G?_,11,10,4,1,1,0,4,586,7,875,4,586,7,875,8,1,1748,8,879,0-3;1-2;5-6;8-9,6,1450,5,4,292,0-1;3-4;6-7;9-10,3,0
JkE?GC@?G?_,11,10,3,1,1,0,4,586,6,811,4,586,8,1003,8,129,1556,8,831,0-5;1-2;3-4;8-9,6,1365,5,4,292,0-1;3-4;6-7;9-10,3,0
JkCK?C@?G?_,11,10,3,1,1,0,4,594,6,795,4,594,8,987,8,146,1536,6,795,0-1;3-4;8-9,6,1386,5,4,76,0-1;4-5;7-8;9-10,3,0
JkCGK?@?G?_,11,10,3,1,1,0,4,547,6,819,4,549,8,955,7,545,4,6,819,0-1;4-5;8-9,6,1365,5,3,1228,0-1;4-5;8-9,3,-1
Jh_GK?@?G?_,11,10,3,1,1,0,4,549,6,822,4,549,8,951,8,164,1536,6,822,1-2;4-5;8-9,6,730,5,4,73,1-2;4-5;7-8;9-10,3,0
KsaCCA?_C?O?,12,11,11,1,1,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,11,4094,1,1,2046,0-11,10,0
KsaCCA?_C??@,12,11,10,1,1,0,2,1025,2,1025,2,2049,2,1025,3,1,2048,2,1025,0-10,10,2046,2,1,3070,0-10,8,-1
KsaCCA?_??_@,12,11,9,1,1,0,2,1025,3,1537,2,1025,3,1537,4,1,3072,4,1539,0-1;9-10,10,3070,2,2,510,0-9;10-11,8,0
KsaCCA??K??@,12,11,9,1,1,0,3,1281,3,1281,3,2561,3,1281,4,1,2560,4,1793,0-10;8-9,9,1534,3,2,766,0-8;10-11,6,-1
KsaCCA??G?_@,12,11,8,1,1,0,2,1025,4,1539,2,1025,4,1793,4,1025,0,4,1539,0-1;9-10,9,1534,3,2,766,0-8;10-11,8,0
KsaCC?@_??_@,12,11,8,1,1,0,3,1153,4,1665,3,1281,4,1665,5,1,3328,4,1665,0-7;9-10,9,2814,3,2,894,0-7;10-11,6,-1
KsaCC?@?G?_@,12,11,7,1,1,0,3,1153,4,1539,3,1281,5,1921,5,513,2048,4,1539,0-1;9-10,9,2814,3,2,2430,0-7;9-10,6,-1
KsaC?E??K??@,12,11,8,1,1,0,4,1345,4,1345,4,2689,4,1345,5,1,2688,6,1985,0-10;6-7;8-9,8,1406,4,3,190,0-6;8-9;10-11,4,-1
KsaC?E??G?_@,12,11,7,1,1,0,3,1089,4,1601,3,1153,5,1857,5,1025,128,4,1601,0-6;9-10,8,1406,4,2,2494,0-6;9-10,6,-1
KsaC?C@_??_@,12,11,7,1,1,0,3,1153,5,1729,3,1153,5,1729,6,1,3456,6,1731,0-1;6-7;9-10,9,2942,3,3,126,0-9;7-8;10-11,6,0
KsaC?C@?G?_@,12,11,6,1,1,0,3,1153,4,1601,3,1153,6,1985,6,257,3072,4,1601,0-6;9-10,8,1406,4,3,190,0-6;8-9;10-11,6,0
Ksa?K?@_??_@,12,11,7,1,1,0,4,1185,5,1697,4,1345,5,1697,6,1,3392,6,1761,0-7;5-6;9-10,8,2750,4,3,606,0-5;7-8;10-11,4,-1
Ksa?K?@?G?_@,12,11,6,1,1,0,4,1185,4,1569,4,1345,6,1953,6,513,2112,4,1569,0-5;9-10,8,2750,4,3,222,0-5;8-9;10-11,4,-1
Ksa?GE??G?_@,12,11,6,1,1,0,3,1089,5,1633,3,1089,6,1889,6,1025,192,6,1635,0-1;5-6;9-10,8,1470,4,3,574,0-8;6-7;10-11,6,0
Ksa?GC@?G?_@,12,11,5,1,1,0,3,1153,5,1633,3,1153,7,2017,6,1153,0,6,1635,0-1;5-6;9-10,8,2750,4,3,606,0-5;7-8;10-11,6,0
Ks_K?E??K??@,12,11,7,1,1,0,5,1361,5,1361,5,2721,5,1361,6,1,2720,8,2033,0-10;4-5;6-7;8-9,7,1374,5,4,46,0-4;6-7;8-9;10-11,2,-1
Ks_K?E??G?_@,12,11,6,1,1,0,4,1105,5,1617,4,1185,6,1873,6,1025,160,6,1649,0-6;4-5;9-10,7,1374,5,3,2350,0-4;6-7;9-10,4,-1
Ks_K?C@_??_@,12,11,6,1,1,0,4,1169,6,1745,4,1185,6,1745,7,1,3488,6,1745,0-4;6-7;9-10,8,2910,4,3,622,0-4;7-8;10-11,4,-1
Ks_K?C@?G?_@,12,11,5,1,1,0,4,1169,5,1617,4,1185,7,2001,7,257,3104,6,1649,0-6;4-5;9-10,7,1374,5,3,622,0-4;7-8;10-11,4,-1
Ks_GK?@?G?_@,12,11,5,1,1,0,4,1185,5,1585,4,1313,7,1969,7,513,2144,6,1587,0-1;4-5;9-10,8,2782,4,3,2334,0-7;5-6;9-10,4,-1
Ks_GGE??G?_@,12,11,5,1,1,0,3,1089,6,1635,3,1089,7,1905,6,1089,0,6,1635,0-1;5-6;9-10,7,1374,5,3,670,0-8;5-6;10-11,6,0
Ks_GGC@?G?_@,12,11,4,1,1,0,4,1169,6,1635,4,1185,8,2033,7,577,2048,6,1635,0-1;5-6;9-10,7,1374,5,3,2350,0-4;6-7;9-10,4,-1
KsE?K?@_??_@,12,11,6,1,1,0,5,1193,6,1705,5,1361,6,1705,7,1,3408,8,1785,0-7;3-4;5-6;9-10,7,2734,5,4,534,0-3;5-6;7-8;10-11,2,-1
KsE?K?@?G?_@,12,11,5,1,1,0,5,1193,5,1577,5,1361,7,1961,7,513,2128,6,1593,0-5;3-4;9-10,7,2734,5,4,150,0-3;5-6;8-9;10-11,2,-1
KsE?GE??G?_@,12,11,5,1,1,0,4,1097,6,1641,4,1105,7,1897,7,1025,208,6,1641,0-3;5-6;9-10,7,1454,5,3,2358,0-3;6-7;9-10,4,-1
KsE?GC@?G?_@,12,11,4,1,1,0,4,1161,6,1641,4,1169,8,2025,7,1153,16,6,1641,0-3;5-6;9-10,7,2734,5,3,2358,0-3;6-7;9-10,4,-1
KsCK?C@_??_@,12,11,5,1,1,0,4,1169,7,1753,4,1169,7,1753,8,1,3504,8,1755,0-1;3-4;6-7;9-10,8,2926,4,4,78,0-9;4-5;7-8;10-11,4,0
KsCK?C@?G?_@,12,11,4,1,1,0,4,1169,6,1625,4,1169,8,2009,8,257,3120,6,1625,0-6;3-4;9-10,7,1390,5,4,142,0-6;4-5;8-9;10-11,4,0
KsCGK?@?G?_@,12,11,4,1,1,0,4,1185,6,1587,4,1313,8,1977,7,545,2048,6,1587,0-1;4-5;9-10,7,2734,5,3,2382,0-7;4-5;9-10,4,-1
KsCGGC@?G?_@,12,11,3,1,1,0,4,1169,6,1635,4,1169,9,2041,8,289,3072,6,1635,0-1;5-6;9-10,7,2734,5,4,150,0-3;5-6;8-9;10-11,4,0
Kp_K?E??G?_@,12,11,5,1,1,0,5,1109,6,1621,5,1193,7,1877,7,1025,168,8,1661,0-6;2-3;4-5;9-10,6,1366,6,4,2314,0-2;4-5;6-7;9-10,2,-1
Kp_K?C@_??_@,12,11,5,1,1,0,5,1173,7,1749,5,1174,7,1749,8,1,3496,8,1757,0-4;2-3;6-7;9-10,7,2902,5,4,586,0-2;4-5;7-8;10-11,2,-1
Kp_K?C@?G?_@,12,11,4,1,1,0,5,1173,6,1621,5,1174,8,2005,8,257,3112,8,1661,0-6;2-3;4-5;9-10,6,1366,6,4,586,0-2;4-5;7-8;10-11,2,-1
Kp_GK?@?G?_@,12,11,4,1,1,0,5,1189,6,1589,5,1190,8,1973,8,513,2152,6,1589,0-2;4-5;9-10,7,2774,5,4,154,0-2;5-6;8-9;10-11,2,-1
Kp_GGE??G?_@,12,11,4,1,1,0,4,1093,6,1637,4,1097,8,1909,7,1089,8,6,1637,0-2;5-6;9-10,6,1366,6,3,2458,0-2;5-6;9-10,4,-1
Kp_GGC@?G?_@,12,11,3,1,1,0,5,1173,6,1637,5,1174,9,2037,8,577,2056,6,1637,0-2;5-6;9-10,6,1366,6,4,154,0-2;5-6;8-9;10-11,2,-1
KpE?GE??G?_@,12,11,4,1,1,0,4,1097,7,1645,4,1097,8,1901,8,1025,216,8,1647,0-1;2-3;5-6;9-10,7,1462,5,4,550,0-8;3-4;6-7;10-11,4,0
KpE?GC@?G?_@,12,11,3,1,1,0,4,1161,7,1645,4,1161,9,2029,8,1153,24,8,1647,0-1;2-3;5-6;9-10,7,2742,5,4,582,0-5;3-4;7-8;10-11,4,0
KpCK?C@?G?_@,12,11,3,1,1,0,4,1169,6,1625,4,1169,9,2013,8,273,3072,6,1625,0-6;3-4;9-10,6,1366,6,4,166,0-6;3-4;8-9;10-11,4,0
KpCGK?@?G?_@,12,11,3,1,1,0,5,1189,6,1587,5,1190,9,1981,8,529,2112,6,1587,0-1;4-5;9-10,7,2774,5,4,202,0-2;4-5;8-9;10-11,2,-1
KkE?K?@_??_@,12,11,5,1,1,0,5,1194,7,1707,5,1194,7,1707,8,1,3412,10,1791,0-7;1-2;3-4;5-6;9-10,6,1365,6,5,516,0-1;3-4;5-6;7-8;10-11,2,0
KkE?K?@?G?_@,12,11,4,1,1,0,5,1194,6,1579,5,1194,8,1963,8,513,2132,8,1599,0-5;1-2;3-4;9-10,6,1365,6,5,132,0-1;3-4;5-6;8-9;10-11,2,0
KkE?GE??G?_@,12,11,4,1,1,0,5,1099,7,1643,5,1109,8,1899,8,1025,212,8,1647,0-3;1-2;5-6;9-10,6,1450,6,4,2340,0-1;3-4;6-7;9-10,2,-1
KkE?GC@?G?_@,12,11,3,1,1,0,5,1163,7,1643,5,1173,9,2027,8,1153,20,8,1647,0-3;1-2;5-6;9-10,6,1365,6,4,2340,0-1;3-4;6-7;9-10,2,-1
KkCK?C@_??_@,12,11,4,1,1,0,4,1170,8,1755,4,1170,8,1755,8,1170,0,8,1755,0-1;3-4;6-7;9-10,7,2922,5,4,588,0-1;4-5;7-8;10-11,4,0
KkCK?C@?G?_@,12,11,3,1,1,0,4,1170,7,1627,4,1170,9,2011,8,1170,0,8,1631,0-6;1-2;3-4;9-10,6,1386,6,4,588,0-1;4-5;7-8;10-11,4,0
KkCGK?@?G?_@,12,11,3,1,1,0,5,1187,6,1587,5,1194,9,1979,8,545,2052,6,1587,0-1;4-5;9-10,6,1365,6,4,204,0-1;4-5;8-9;10-11,2,-1
Kh_GK?@?G?_@,12,11,3,1,1,0,4,1188,7,1591,4,1188,9,1975,8,1188,0,8,1599,0-1;2-3;4-5;9-10,7,2778,5,4,585,1-2;4-5;7-8;10-11,4,0
Kh_GGE??G?_@,12,11,3,1,1,0,4,1093,6,1638,4,1093,9,1911,8,1089,12,6,1638,1-2;5-6;9-10,6,1370,6,4,658,0-8;2-3;5-6;10-11,4,0
LsaCCA?_C?O?_?,13,12,12,1,1,0,1,1,2,3,1,1,1,1,2,1,0,2,3,0-1,12,8190,1,1,4094,0-12,11,0
LsaCCA?_C?O??@,13,12,11,1,1,0,2,2049,2,2049,2,4097,2,2049,3,1,4096,2,2049,0-11,11,4094,2,1,6142,0-11,9,-1
